id;N. PG Atto;Anno PG Atto;Classificazione incarico;Descrizione incarico;Data inizio incarico;Data fine incarico;Durata incarico (gg);Compenso previsto (Euro);Struttura conferente;Responsabile della struttura conferente
558;;;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-09-19;2019-09-19;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;MARIAGRAZIA BONZAGNI
562;;;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-09-26;2019-09-26;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;MARIAGRAZIA BONZAGNI
563;;;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-09-26;2019-09-26;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;MARIAGRAZIA BONZAGNI
565;;;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-01-10;2019-09-10;2;0.0;AREA PERSONALE E ORGANIZZAZIONE;MARIAGRAZIA BONZAGNI
566;;;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-03-10;2019-10-03;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;MARIAGRAZIA BONZAGNI
568;;;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-03-10;2019-10-03;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;MARIAGRAZIA BONZAGNI
569;;;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-08-10;2019-10-08;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;MARIAGRAZIA BONZAGNI
571;;;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-01-10;2019-12-20;;1487.8;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR. FRANCO CHIARINI
572;;;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-01-10;2019-12-20;;1487.8;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR. FRANCO CHIARINI
575;;;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-10-22;2019-10-28;3;396.16;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
578;330731;2017;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2017-10-10;2017-11-07;2;297.12;AREA PERSONALE E ORGANIZZAZIONE;Area Personale e Organizzazione
583;565227;2022;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-30;2022-12-22;;2225.0;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
584;565227;2022;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-30;2022-12-22;;2225.0;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
587;565227;2022;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-30;2022-12-22;;2225.0;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
591;565227;2022;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-30;2022-12-22;;2225.0;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
593;565227;2022;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-30;2022-12-22;;2225.0;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
595;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-07-11;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
599;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-07-11;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
600;565227;2022;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-30;2022-12-22;;2225.0;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
601;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-07-11;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
602;565227;2022;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-30;2022-12-22;;2225.0;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
606;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-07-11;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
608;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-07-11;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
617;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
629;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
631;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
632;565227;2022;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-30;2022-12-22;;2225.0;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
639;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
643;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
655;301686;2016;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2016-09-22;2016-09-29;3;0.0;AREA PERSONALE E ORGANIZZAZIONE;MARIAGRAZIA BONZAGNI
656;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
659;301686;2016;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2016-09-27;2016-09-28;2;297.12;AREA PERSONALE E ORGANIZZAZIONE;MARIAGRAZIA BONZAGNI
662;595674;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-10;2023-12-22;;1627.91;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
668;644244;2022;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-10-10;2022-10-14;;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
669;644244;2022;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-10-13;2022-10-13;;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
670;644244;2022;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-10-24;2022-10-26;;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
671;644244;2022;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-10-24;2022-10-26;;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
